"hgnc_symbol","entrezgene_id","description","gene_biotype"
"GDF1",2657,"growth differentiation factor 1 [Source:HGNC Symbol;Acc:HGNC:4214]","protein_coding"
"GFPT1",2673,"glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4241]","protein_coding"
"GGT3P",NA,"gamma-glutamyltransferase 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:4252]","transcribed_unprocessed_pseudogene"
"GHRLOS",100126793,"ghrelin opposite strand/antisense RNA [Source:HGNC Symbol;Acc:HGNC:33885]","lncRNA"
"GIMAP1",170575,"GTPase, IMAP family member 1 [Source:HGNC Symbol;Acc:HGNC:23237]","protein_coding"
"GIMAP5",55340,"GTPase, IMAP family member 5 [Source:HGNC Symbol;Acc:HGNC:18005]","protein_coding"
"GIMAP6",474344,"GTPase, IMAP family member 6 [Source:HGNC Symbol;Acc:HGNC:21918]","protein_coding"
"GLRX",2745,"glutaredoxin [Source:HGNC Symbol;Acc:HGNC:4330]","protein_coding"
"GMNN",51053,"geminin DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:17493]","protein_coding"
"GNG10",2790,"G protein subunit gamma 10 [Source:HGNC Symbol;Acc:HGNC:4402]","protein_coding"
"GNG2",54331,"G protein subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4404]","protein_coding"
"GOLGA2P3Y",NA,"GOLGA2 pseudogene 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:32426]","unprocessed_pseudogene"
"GOLGA8DP",100132979,"golgin A8 family member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:32376]","protein_coding"
"GOLGA8DP",100132979,"golgin A8 family member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:32376]","unprocessed_pseudogene"
"GOLGA8DP",100132979,"golgin A8 family member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:32376]","transcribed_unprocessed_pseudogene"
"GOLGA8DP",100132979,"golgin A8 family member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:32376]","lncRNA"
"GOLGA8F",100132565,"golgin A8 family member F [Source:HGNC Symbol;Acc:HGNC:32378]","protein_coding"
"GOLGA8F",100132565,"golgin A8 family member F [Source:HGNC Symbol;Acc:HGNC:32378]","transcribed_unprocessed_pseudogene"
"GOPC",57120,"golgi associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:HGNC:17643]","protein_coding"
"GPAM",57678,"glycerol-3-phosphate acyltransferase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:24865]","protein_coding"
"GPR33",2856,"G protein-coupled receptor 33 [Source:HGNC Symbol;Acc:HGNC:4489]","protein_coding"
"GPRASP2",114928,"G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:25169]","protein_coding"
"GPRASP2",100528062,"G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:25169]","protein_coding"
"GSTM2",2946,"glutathione S-transferase mu 2 [Source:HGNC Symbol;Acc:HGNC:4634]","protein_coding"
"GSTT2B",653689,"glutathione S-transferase theta 2B [Source:HGNC Symbol;Acc:HGNC:33437]","protein_coding"
"GTF2A1L",11036,"general transcription factor IIA subunit 1 like [Source:HGNC Symbol;Acc:HGNC:30727]","protein_coding"
"GTF2H2B",NA,"general transcription factor IIH subunit 2B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:31393]","transcribed_unprocessed_pseudogene"
"GUCY1B2",NA,"guanylate cyclase 1 soluble subunit beta 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4686]","transcribed_unitary_pseudogene"
"GUCY1B2",2974,"guanylate cyclase 1 soluble subunit beta 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4686]","lncRNA"
"GUSBP11",NA,"GUSB pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42325]","transcribed_unprocessed_pseudogene"
"GUSBP11",91316,"GUSB pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42325]","lncRNA"
"GUSBP3",653188,"GUSB pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37301]","lncRNA"
"GUSBP3",NA,"GUSB pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37301]","transcribed_unprocessed_pseudogene"
"GUSBP4",NA,"GUSB pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:18220]","transcribed_unprocessed_pseudogene"
"GVINP1",387751,"GTPase, very large interferon inducible pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:25813]","transcribed_unprocessed_pseudogene"
"GYPB",2994,"glycophorin B (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4703]","protein_coding"
"HBBP1",NA,"hemoglobin subunit beta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4828]","transcribed_unprocessed_pseudogene"
"HBG2",3048,"hemoglobin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4832]","protein_coding"
"HBP1",26959,"HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200]","protein_coding"
"HCG18",414777,"HLA complex group 18 [Source:HGNC Symbol;Acc:HGNC:31337]","lncRNA"
"HCG18",414778,"HLA complex group 18 [Source:HGNC Symbol;Acc:HGNC:31337]","lncRNA"
"HCG9",10255,"HLA complex group 9 [Source:HGNC Symbol;Acc:HGNC:21243]","lncRNA"
"HERC2P2",NA,"HERC2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:4870]","transcribed_unprocessed_pseudogene"
"HERC2P3",NA,"HERC2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:4871]","transcribed_unprocessed_pseudogene"
"HERC2P9",NA,"HERC2 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:30495]","transcribed_unprocessed_pseudogene"
"HERC2P9",440248,"HERC2 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:30495]","lncRNA"
"HLA-B",3106,"major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]","protein_coding"
"HLA-DOB",3112,"major histocompatibility complex, class II, DO beta [Source:HGNC Symbol;Acc:HGNC:4937]","protein_coding"
"HLA-DPB2",3116,"major histocompatibility complex, class II, DP beta 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4941]","transcribed_unprocessed_pseudogene"
"HLA-DPB2",3116,"major histocompatibility complex, class II, DP beta 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4941]","unprocessed_pseudogene"
"HLA-DRB1",3123,"major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]","protein_coding"
"HLA-F-AS1",285830,"HLA-F antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26645]","lncRNA"
"HLA-H",3136,"major histocompatibility complex, class I, H (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4965]","unprocessed_pseudogene"
"HLA-H",3136,"major histocompatibility complex, class I, H (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4965]","transcribed_unprocessed_pseudogene"
"HLA-H",3136,"major histocompatibility complex, class I, H (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4965]","lncRNA"
"HLA-J",NA,"major histocompatibility complex, class I, J (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4967]","transcribed_unprocessed_pseudogene"
"HMGA1P7",NA,"high mobility group AT-hook 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:19122]","transcribed_processed_pseudogene"
"HNRNPCL1",343069,"heterogeneous nuclear ribonucleoprotein C like 1 [Source:HGNC Symbol;Acc:HGNC:29295]","protein_coding"
"HOGA1",112817,"4-hydroxy-2-oxoglutarate aldolase 1 [Source:HGNC Symbol;Acc:HGNC:25155]","protein_coding"
"HOTAIRM1",NA,"HOXA transcript antisense RNA, myeloid-specific 1 [Source:HGNC Symbol;Acc:HGNC:37117]","lncRNA"
"HOTTIP",NA,"HOXA distal transcript antisense RNA [Source:HGNC Symbol;Acc:HGNC:37461]","lncRNA"
"HOXA-AS3",100133311,"HOXA cluster antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:43748]","lncRNA"
"HSD17B7P2",NA,"hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28120]","transcribed_unprocessed_pseudogene"
"HSD17B7P2",158160,"hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28120]","lncRNA"
"HSFX2",100130086,"heat shock transcription factor family, X-linked 2 [Source:HGNC Symbol;Acc:HGNC:32701]","protein_coding"
"HSPE1",3336,"heat shock protein family E (Hsp10) member 1 [Source:HGNC Symbol;Acc:HGNC:5269]","protein_coding"
"HULC",728655,"hepatocellular carcinoma up-regulated long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:34232]","lncRNA"
"HULC",100506207,"hepatocellular carcinoma up-regulated long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:34232]","lncRNA"
"HYDIN",54768,"HYDIN axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:HGNC:19368]","protein_coding"
"HYMAI",57061,"hydatidiform mole associated and imprinted [Source:HGNC Symbol;Acc:HGNC:5326]","lncRNA"
"IFI27",3429,"interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397]","protein_coding"
"IGLL3P",NA,"immunoglobulin lambda like polypeptide 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:5872]","transcribed_unprocessed_pseudogene"
"IL10RB",3588,"interleukin 10 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:5965]","protein_coding"
"IL21R-AS1",283888,"IL21R antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27551]","lncRNA"
"IMMP2L",83943,"inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]","protein_coding"
"INS",3630,"insulin [Source:HGNC Symbol;Acc:HGNC:6081]","protein_coding"
"IPCEF1",26034,"interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204]","protein_coding"
"IQCH-AS1",100506686,"IQCH antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44104]","lncRNA"
"IQCJ",654502,"IQ motif containing J [Source:HGNC Symbol;Acc:HGNC:32406]","protein_coding"
"ISY1",57461,"ISY1 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:29201]","protein_coding"
"ITGB2-AS1",100505746,"ITGB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44304]","lncRNA"
"JMJD7",100137047,"jumonji domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34397]","protein_coding"
"JPX",554203,"JPX transcript, XIST activator [Source:HGNC Symbol;Acc:HGNC:37191]","lncRNA"
"KCNQ1DN",55539,"KCNQ1 downstream neighbor [Source:HGNC Symbol;Acc:HGNC:13335]","lncRNA"
"KDM4A-AS1",NA,"KDM4A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40528]","lncRNA"
"KIAA0586",9786,"KIAA0586 [Source:HGNC Symbol;Acc:HGNC:19960]","protein_coding"
"KIF1A",547,"kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]","protein_coding"
"KIF21B",23046,"kinesin family member 21B [Source:HGNC Symbol;Acc:HGNC:29442]","protein_coding"
"KIR2DL3",3804,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]","protein_coding"
"KIR2DL4",3805,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]","protein_coding"
"KIR2DS4",3809,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]","protein_coding"
"KIR2DS4",3809,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]","unprocessed_pseudogene"
"KIR3DL1",3811,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]","protein_coding"
"KIR3DX1",NA,"killer cell immunoglobulin like receptor, three Ig domains X1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:25043]","protein_coding"
"KIR3DX1",NA,"killer cell immunoglobulin like receptor, three Ig domains X1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:25043]","transcribed_unprocessed_pseudogene"
"KLHDC3",116138,"kelch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20704]","protein_coding"
"KLKP1",NA,"kallikrein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21260]","transcribed_unprocessed_pseudogene"
"KLRC3",3823,"killer cell lectin like receptor C3 [Source:HGNC Symbol;Acc:HGNC:6376]","protein_coding"
"KRT16P3",NA,"keratin 16 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37808]","transcribed_unprocessed_pseudogene"
"KRT16P3",644945,"keratin 16 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37808]","lncRNA"
"KRT19",3880,"keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436]","protein_coding"
"KRT19P2",NA,"keratin 19 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33423]","transcribed_processed_pseudogene"
"LCN1",3933,"lipocalin 1 [Source:HGNC Symbol;Acc:HGNC:6525]","protein_coding"
"LCOR",84458,"ligand dependent nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29503]","protein_coding"
"LEF1-AS1",641518,"LEF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40339]","lncRNA"
"LETMD1",25875,"LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241]","protein_coding"
"LHFPL3-AS1",645591,"LHFPL3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40341]","lncRNA"
"LILRA2",11027,"leukocyte immunoglobulin like receptor A2 [Source:HGNC Symbol;Acc:HGNC:6603]","protein_coding"
"LILRA6",79168,"leukocyte immunoglobulin like receptor A6 [Source:HGNC Symbol;Acc:HGNC:15495]","protein_coding"
"LINC00114",400866,"long intergenic non-protein coding RNA 114 [Source:HGNC Symbol;Acc:HGNC:1265]","lncRNA"
"LINC00161",118421,"long intergenic non-protein coding RNA 161 [Source:HGNC Symbol;Acc:HGNC:17138]","lncRNA"
"LINC00189",193629,"long intergenic non-protein coding RNA 189 [Source:HGNC Symbol;Acc:HGNC:18461]","lncRNA"
"LINC00207",388910,"long intergenic non-protein coding RNA 207 [Source:HGNC Symbol;Acc:HGNC:37255]","lncRNA"
"LINC00222",387111,"long intergenic non-protein coding RNA 222 [Source:HGNC Symbol;Acc:HGNC:21560]","lncRNA"
"LINC00254",64735,"long intergenic non-protein coding RNA 254 [Source:HGNC Symbol;Acc:HGNC:14160]","lncRNA"
"LINC00261",140828,"long intergenic non-protein coding RNA 261 [Source:HGNC Symbol;Acc:HGNC:16189]","lncRNA"
"LINC00290",NA,"long intergenic non-protein coding RNA 290 [Source:HGNC Symbol;Acc:HGNC:38515]","lncRNA"
"LINC00299",339788,"long intergenic non-protein coding RNA 299 [Source:HGNC Symbol;Acc:HGNC:27940]","lncRNA"
"LINC00299",339789,"long intergenic non-protein coding RNA 299 [Source:HGNC Symbol;Acc:HGNC:27940]","lncRNA"
"LINC00299",101929567,"long intergenic non-protein coding RNA 299 [Source:HGNC Symbol;Acc:HGNC:27940]","lncRNA"
"LINC00301",NA,"long intergenic non-protein coding RNA 301 [Source:HGNC Symbol;Acc:HGNC:28603]","transcribed_unitary_pseudogene"
"LINC00301",283197,"long intergenic non-protein coding RNA 301 [Source:HGNC Symbol;Acc:HGNC:28603]","lncRNA"
"LINC00305",221241,"long intergenic non-protein coding RNA 305 [Source:HGNC Symbol;Acc:HGNC:28597]","lncRNA"
"LINC00309",150992,"long intergenic non-protein coding RNA 309 [Source:HGNC Symbol;Acc:HGNC:25279]","lncRNA"
"LINC00311",NA,"long intergenic non-protein coding RNA 311 [Source:HGNC Symbol;Acc:HGNC:28312]","lncRNA"
"LINC00319",102724398,"long intergenic non-protein coding RNA 319 [Source:HGNC Symbol;Acc:HGNC:19730]","lncRNA"
"LINC00319",124900467,"long intergenic non-protein coding RNA 319 [Source:HGNC Symbol;Acc:HGNC:19730]","lncRNA"
"LINC00339",29092,"long intergenic non-protein coding RNA 339 [Source:HGNC Symbol;Acc:HGNC:25011]","lncRNA"
"LINC00347",NA,"long intergenic non-protein coding RNA 347 [Source:HGNC Symbol;Acc:HGNC:27890]","lncRNA"
"LINC00460",728192,"long intergenic non-protein coding RNA 460 [Source:HGNC Symbol;Acc:HGNC:42809]","lncRNA"
"LINC00470",NA,"long intergenic non-protein coding RNA 470 [Source:HGNC Symbol;Acc:HGNC:1225]","lncRNA"
"LINC00520",645687,"long intergenic non-protein coding RNA 520 [Source:HGNC Symbol;Acc:HGNC:19843]","lncRNA"
"LINC00550",338862,"long intergenic non-protein coding RNA 550 [Source:HGNC Symbol;Acc:HGNC:43688]","lncRNA"
"LINC00575",439934,"long intergenic non-protein coding RNA 575 [Source:HGNC Symbol;Acc:HGNC:21342]","lncRNA"
"LINC00589",619351,"long intergenic non-protein coding RNA 589 [Source:HGNC Symbol;Acc:HGNC:32299]","lncRNA"
"LINC00608",NA,"long intergenic non-protein coding RNA 608 [Source:HGNC Symbol;Acc:HGNC:27179]","lncRNA"
"LINC00616",641365,"long intergenic non-protein coding RNA 616 [Source:HGNC Symbol;Acc:HGNC:44065]","lncRNA"
"LINC00623",NA,"long intergenic non-protein coding RNA 623 [Source:HGNC Symbol;Acc:HGNC:44252]","lncRNA"
"LINC00635",151658,"long intergenic non-protein coding RNA 635 [Source:HGNC Symbol;Acc:HGNC:27184]","lncRNA"
"LINC00636",285205,"long intergenic non-protein coding RNA 636 [Source:HGNC Symbol;Acc:HGNC:27702]","lncRNA"
"LINC00639",283547,"long intergenic non-protein coding RNA 639 [Source:HGNC Symbol;Acc:HGNC:27502]","lncRNA"
"LINC00658",100507629,"long intergenic non-protein coding RNA 658 [Source:HGNC Symbol;Acc:HGNC:44315]","lncRNA"
"LINC00663",NA,"long intergenic non-protein coding RNA 663 [Source:HGNC Symbol;Acc:HGNC:28609]","lncRNA"
"LINC00665",100506930,"long intergenic non-protein coding RNA 665 [Source:HGNC Symbol;Acc:HGNC:44323]","lncRNA"
"LINC00667",339290,"long intergenic non-protein coding RNA 667 [Source:HGNC Symbol;Acc:HGNC:27906]","lncRNA"
"LINC00668",400643,"long intergenic non-protein coding RNA 668 [Source:HGNC Symbol;Acc:HGNC:44328]","lncRNA"
"LINC00670",284034,"long intergenic non-protein coding RNA 670 [Source:HGNC Symbol;Acc:HGNC:44338]","lncRNA"
"LINC00671",NA,"long intergenic non-protein coding RNA 671 [Source:HGNC Symbol;Acc:HGNC:44339]","lncRNA"
"LMO3",55885,"LIM domain only 3 [Source:HGNC Symbol;Acc:HGNC:6643]","protein_coding"
"LOXL1-AS1",100287616,"LOXL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44169]","lncRNA"
"LPAL2",NA,"lipoprotein(a) like 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:21210]","transcribed_unprocessed_pseudogene"
"LPAL2",80350,"lipoprotein(a) like 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:21210]","lncRNA"
"LRRC37BP1",NA,"leucine rich repeat containing 37B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:25390]","transcribed_unprocessed_pseudogene"
"LSP1",4046,"lymphocyte specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707]","protein_coding"
"LUC7L2",51631,"LUC7 like 2, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:21608]","protein_coding"
"LY6G6D",58530,"lymphocyte antigen 6 family member G6D [Source:HGNC Symbol;Acc:HGNC:13935]","protein_coding"
"LY6G6D",110599563,"lymphocyte antigen 6 family member G6D [Source:HGNC Symbol;Acc:HGNC:13935]","protein_coding"
"LY6G6E",NA,"lymphocyte antigen 6 family member G6E (pseudogene) [Source:HGNC Symbol;Acc:HGNC:13934]","protein_coding"
"LY6G6E",NA,"lymphocyte antigen 6 family member G6E (pseudogene) [Source:HGNC Symbol;Acc:HGNC:13934]","transcribed_unitary_pseudogene"
"LY75",4065,"lymphocyte antigen 75 [Source:HGNC Symbol;Acc:HGNC:6729]","protein_coding"
"MAFG-AS1",128385369,"MAFG antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56705]","lncRNA"
"MAGEA2B",4101,"MAGE family member A2B [Source:HGNC Symbol;Acc:HGNC:19340]","protein_coding"
"MAGEA2B",266740,"MAGE family member A2B [Source:HGNC Symbol;Acc:HGNC:19340]","protein_coding"
"MAGED4",728239,"MAGE family member D4 [Source:HGNC Symbol;Acc:HGNC:23793]","protein_coding"
"MAK",4117,"male germ cell associated kinase [Source:HGNC Symbol;Acc:HGNC:6816]","protein_coding"
"MALAT1",378938,"metastasis associated lung adenocarcinoma transcript 1 [Source:HGNC Symbol;Acc:HGNC:29665]","lncRNA"
"MAP3K19",80122,"mitogen-activated protein kinase kinase kinase 19 [Source:HGNC Symbol;Acc:HGNC:26249]","protein_coding"
"MAP3K8",1326,"mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]","protein_coding"
"MAPKAPK3",7867,"MAPK activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888]","protein_coding"
"MC1R",4157,"melanocortin 1 receptor [Source:HGNC Symbol;Acc:HGNC:6929]","protein_coding"
"MDP1",145553,"magnesium dependent phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28781]","protein_coding"
"MDS2",259283,"myelodysplastic syndrome 2 translocation associated [Source:HGNC Symbol;Acc:HGNC:29633]","lncRNA"
"MEG3",55384,"maternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:14575]","lncRNA"
"MFRP",83552,"membrane frizzled-related protein [Source:HGNC Symbol;Acc:HGNC:18121]","protein_coding"
"MIAT",440823,"myocardial infarction associated transcript [Source:HGNC Symbol;Acc:HGNC:33425]","lncRNA"
"MILR1",284021,"mast cell immunoglobulin like receptor 1 [Source:HGNC Symbol;Acc:HGNC:27570]","protein_coding"
"MIR100HG",399959,"mir-100-let-7a-2-mir-125b-1 cluster host gene [Source:HGNC Symbol;Acc:HGNC:39522]","lncRNA"
"MIR1307",100302174,"microRNA 1307 [Source:HGNC Symbol;Acc:HGNC:35372]","miRNA"
"MIR17HG",407975,"miR-17-92a-1 cluster host gene [Source:HGNC Symbol;Acc:HGNC:23564]","lncRNA"
"MIR181A2HG",100379345,"MIR181A2 host gene [Source:HGNC Symbol;Acc:HGNC:37188]","lncRNA"
"MIR22HG",84981,"MIR22 host gene [Source:HGNC Symbol;Acc:HGNC:28219]","lncRNA"
"MIRLET7BHG",400931,"MIRLET7B host gene [Source:HGNC Symbol;Acc:HGNC:37189]","lncRNA"
"MIRLET7BHG",124905135,"MIRLET7B host gene [Source:HGNC Symbol;Acc:HGNC:37189]","lncRNA"
"MKRN9P",NA,"makorin ring finger protein 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:7116]","transcribed_processed_pseudogene"
"MOB4",25843,"MOB family member 4, phocein [Source:HGNC Symbol;Acc:HGNC:17261]","protein_coding"
"MORF4L2-AS1",NA,"MORF4L2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27991]","lncRNA"
"MPRIP",23164,"myosin phosphatase Rho interacting protein [Source:HGNC Symbol;Acc:HGNC:30321]","protein_coding"
"MRPL12",6182,"mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10378]","protein_coding"
"MRPL45P2",NA,"mitochondrial ribosomal protein L45 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:29716]","transcribed_unprocessed_pseudogene"
"MRS2P2",NA,"MRS2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33942]","processed_pseudogene"
"MS4A6A",64231,"membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375]","protein_coding"
"MSANTD3",91283,"Myb/SANT DNA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23370]","protein_coding"
"MSS51",118490,"MSS51 mitochondrial translational activator [Source:HGNC Symbol;Acc:HGNC:21000]","protein_coding"
"MSTO2P",NA,"misato family member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:26329]","transcribed_unprocessed_pseudogene"
"MSX2P1",NA,"msh homeobox 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24976]","processed_pseudogene"
"MT1JP",NA,"metallothionein 1J, pseudogene [Source:HGNC Symbol;Acc:HGNC:7402]","transcribed_unprocessed_pseudogene"
"MT1JP",4498,"metallothionein 1J, pseudogene [Source:HGNC Symbol;Acc:HGNC:7402]","lncRNA"
"MTFP1",51537,"mitochondrial fission process 1 [Source:HGNC Symbol;Acc:HGNC:26945]","protein_coding"
"MUSTN1",389125,"musculoskeletal, embryonic nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:22144]","protein_coding"
"MYBPC1",4604,"myosin binding protein C1 [Source:HGNC Symbol;Acc:HGNC:7549]","protein_coding"
"MYH16",84176,"myosin heavy chain 16 [Source:HGNC Symbol;Acc:HGNC:31038]","protein_coding"
"MYO15B",80022,"myosin XVB [Source:HGNC Symbol;Acc:HGNC:14083]","protein_coding"
"MYZAP",100820829,"myocardial zonula adherens protein [Source:HGNC Symbol;Acc:HGNC:43444]","protein_coding"
"NAV2",89797,"neuron navigator 2 [Source:HGNC Symbol;Acc:HGNC:15997]","protein_coding"
"NBPF9",400818,"NBPF member 9 [Source:HGNC Symbol;Acc:HGNC:31991]","protein_coding"
"NBR2",10230,"neighbor of BRCA1 lncRNA 2 [Source:HGNC Symbol;Acc:HGNC:20691]","lncRNA"
"NCF1B",NA,"neutrophil cytosolic factor 1B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32522]","transcribed_unprocessed_pseudogene"
"NCF1B",654816,"neutrophil cytosolic factor 1B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32522]","lncRNA"
"NDUFA13",51079,"NADH:ubiquinone oxidoreductase subunit A13 [Source:HGNC Symbol;Acc:HGNC:17194]","protein_coding"
"NDUFC2",4718,"NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]","protein_coding"
"NEAT1",283131,"nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol;Acc:HGNC:30815]","lncRNA"
"NEDD8",4738,"NEDD8 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:7732]","protein_coding"
"NEURL3",93082,"neuralized E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:25162]","protein_coding"
"NFAT5",10725,"nuclear factor of activated T cells 5 [Source:HGNC Symbol;Acc:HGNC:7774]","protein_coding"
"NFIC",4782,"nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]","protein_coding"
"NIPSNAP3A",25934,"nipsnap homolog 3A [Source:HGNC Symbol;Acc:HGNC:23619]","protein_coding"
"NKAPP1",NA,"NFKB activating protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26706]","transcribed_processed_pseudogene"
"NKAPP1",158801,"NFKB activating protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26706]","lncRNA"
"NME1",4830,"NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849]","protein_coding"
"NME2",4831,"NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]","protein_coding"
"NME8",51314,"NME/NM23 family member 8 [Source:HGNC Symbol;Acc:HGNC:16473]","protein_coding"
