"hgnc_symbol","ensembl_gene_id","entrezgene_id","description","gene_biotype","transcript_length"
"MIR4709","ENSG00000283944",100616211,"microRNA 4709 [Source:HGNC Symbol;Acc:HGNC:41690]","miRNA",72
"CHRNB1","ENSG00000283946",1140,"cholinergic receptor nicotinic beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:1961]","protein_coding",2560
"DUX4","ENSG00000283949",100288687,"double homeobox 4 [Source:HGNC Symbol;Acc:HGNC:50800]","protein_coding",1655
"MIR6791","ENSG00000283950",102465474,"microRNA 6791 [Source:HGNC Symbol;Acc:HGNC:50097]","miRNA",67
"KIR3DL1","ENSG00000283954",3811,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]","protein_coding",1871
"MIR3610","ENSG00000283956",100500914,"microRNA 3610 [Source:HGNC Symbol;Acc:HGNC:38942]","miRNA",73
"MIR1248","ENSG00000283958",100302143,"microRNA 1248 [Source:HGNC Symbol;Acc:HGNC:35314]","miRNA",106
"MIR3714","ENSG00000283960",100500913,"microRNA 3714 [Source:HGNC Symbol;Acc:HGNC:38928]","miRNA",65
"KIR2DL4","ENSG00000283961",3805,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]","protein_coding",1656
"KIR3DL3","ENSG00000283966",115653,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]","protein_coding",1691
"MIR6838","ENSG00000283969",102465504,"microRNA 6838 [Source:HGNC Symbol;Acc:HGNC:50050]","miRNA",56
"MIR4442","ENSG00000283971",100616477,"microRNA 4442 [Source:HGNC Symbol;Acc:HGNC:41718]","miRNA",67
"MIR365B","ENSG00000283978",100126356,"microRNA 365b [Source:HGNC Symbol;Acc:HGNC:33693]","miRNA",111
"RFLNB","ENSG00000283979",359845,"refilin B [Source:HGNC Symbol;Acc:HGNC:28705]","protein_coding",3988
"GNG14","ENSG00000283980",105372280,"G protein subunit gamma 14 [Source:HGNC Symbol;Acc:HGNC:53439]","protein_coding",425
"","ENSG00000283982",101929563,"novel transcript","lncRNA",4805
"LILRP2","ENSG00000283983",79166,"leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]","transcribed_processed_pseudogene",1383
"LIAT1","ENSG00000283985",400566,"ligand of ATE1 [Source:HGNC Symbol;Acc:HGNC:33800]","protein_coding",1841
"KIR2DL4","ENSG00000283986",3805,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]","protein_coding",1582
"MIRLET7A3","ENSG00000283990",406883,"microRNA let-7a-3 [Source:HGNC Symbol;Acc:HGNC:31478]","miRNA",74
"SLURP2","ENSG00000283992",432355,"secreted LY6/PLAUR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25549]","protein_coding",583
"KIR2DL3","ENSG00000283996",3804,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]","protein_coding",1592
"MIR492","ENSG00000283998",574449,"microRNA 492 [Source:HGNC Symbol;Acc:HGNC:32081]","miRNA",116
"MIR4458","ENSG00000284000",100616142,"microRNA 4458 [Source:HGNC Symbol;Acc:HGNC:41674]","miRNA",75
"MIR6084","ENSG00000284005",102464833,"microRNA 6084 [Source:HGNC Symbol;Acc:HGNC:50235]","miRNA",110
"MIR6511B1","ENSG00000284008",102465429,"microRNA 6511b-1 [Source:HGNC Symbol;Acc:HGNC:50228]","miRNA",85
"PLSCR3","ENSG00000284009",57048,"phospholipid scramblase 3 [Source:HGNC Symbol;Acc:HGNC:16495]","protein_coding",2310
"MIR675","ENSG00000284010",100033819,"microRNA 675 [Source:HGNC Symbol;Acc:HGNC:33351]","miRNA",73
"MIR6502","ENSG00000284011",102465249,"microRNA 6502 [Source:HGNC Symbol;Acc:HGNC:50062]","miRNA",76
"MIR6840","ENSG00000284012",102466747,"microRNA 6840 [Source:HGNC Symbol;Acc:HGNC:50138]","miRNA",71
"KIR2DL4","ENSG00000284013",3805,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]","protein_coding",1656
"MIR1281","ENSG00000284015",100302237,"microRNA 1281 [Source:HGNC Symbol;Acc:HGNC:35359]","miRNA",54
"PLCL2","ENSG00000284017",23228,"phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064]","protein_coding",4161
"MIR4697","ENSG00000284020",100616119,"microRNA 4697 [Source:HGNC Symbol;Acc:HGNC:41570]","miRNA",78
"LGALS9C","ENSG00000284021",654346,"galectin 9C [Source:HGNC Symbol;Acc:HGNC:33874]","protein_coding",2947
"MSANTD7","ENSG00000284024",100421372,"Myb/SANT DNA binding domain containing 7 [Source:HGNC Symbol;Acc:HGNC:56248]","protein_coding",4660
"MIR497","ENSG00000284027",574456,"microRNA 497 [Source:HGNC Symbol;Acc:HGNC:32088]","miRNA",112
"MIR4468","ENSG00000284028",100616226,"microRNA 4468 [Source:HGNC Symbol;Acc:HGNC:41533]","miRNA",64
"MIR6805","ENSG00000284029",102465483,"microRNA 6805 [Source:HGNC Symbol;Acc:HGNC:50215]","miRNA",62
"LILRP2","ENSG00000284030",79166,"leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]","transcribed_processed_pseudogene",1383
"MIR4761","ENSG00000284031",100616414,"microRNA 4761 [Source:HGNC Symbol;Acc:HGNC:41591]","miRNA",82
"MIR29A","ENSG00000284032",407021,"microRNA 29a [Source:HGNC Symbol;Acc:HGNC:31616]","miRNA",64
"MIR5196","ENSG00000284034",100847070,"microRNA 5196 [Source:HGNC Symbol;Acc:HGNC:43542]","miRNA",115
"MIR5187","ENSG00000284035",100847090,"microRNA 5187 [Source:HGNC Symbol;Acc:HGNC:43523]","miRNA",76
"MIR10A","ENSG00000284038",406902,"microRNA 10a [Source:HGNC Symbol;Acc:HGNC:31497]","miRNA",110
"MIR296","ENSG00000284040",407022,"microRNA 296 [Source:HGNC Symbol;Acc:HGNC:31617]","miRNA",80
"MIR20B","ENSG00000284043",574032,"microRNA 20b [Source:HGNC Symbol;Acc:HGNC:32024]","miRNA",69
"KIR2DL3","ENSG00000284044",3804,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]","protein_coding",1592
"MIR6836","ENSG00000284047",102465503,"microRNA 6836 [Source:HGNC Symbol;Acc:HGNC:50067]","miRNA",63
"MIR650","ENSG00000284049",723778,"microRNA 650 [Source:HGNC Symbol;Acc:HGNC:32906]","miRNA",96
"LILRP2","ENSG00000284051",79166,"leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]","transcribed_processed_pseudogene",1383
"MIR7112","ENSG00000284054",102465906,"microRNA 7112 [Source:HGNC Symbol;Acc:HGNC:50149]","miRNA",65
"MIR4315-1","ENSG00000284055",100423004,"microRNA 4315-1 [Source:HGNC Symbol;Acc:HGNC:38342]","miRNA",73
"MIR5572","ENSG00000284059",100847042,"microRNA 5572 [Source:HGNC Symbol;Acc:HGNC:43476]","miRNA",137
"FCAR","ENSG00000284061",2204,"Fc alpha receptor [Source:HGNC Symbol;Acc:HGNC:3608]","protein_coding",2476
"MIR4469","ENSG00000284062",100616115,"microRNA 4469 [Source:HGNC Symbol;Acc:HGNC:41556]","miRNA",79
"MIR6834","ENSG00000284064",102465501,"microRNA 6834 [Source:HGNC Symbol;Acc:HGNC:50108]","miRNA",81
"MIR6887","ENSG00000284065",102466205,"microRNA 6887 [Source:HGNC Symbol;Acc:HGNC:50065]","miRNA",65
"MIR6837","ENSG00000284067",102466985,"microRNA 6837 [Source:HGNC Symbol;Acc:HGNC:50125]","miRNA",64
"KPNA7","ENSG00000284068",402569,"karyopherin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:21839]","protein_coding",1725
"MIR4758","ENSG00000284074",100616340,"microRNA 4758 [Source:HGNC Symbol;Acc:HGNC:41836]","miRNA",71
"GOLGA8T","ENSG00000284076",653075,"golgin A8 family member T [Source:HGNC Symbol;Acc:HGNC:44410]","protein_coding",5255
"MIR4775","ENSG00000284079",100616361,"microRNA 4775 [Source:HGNC Symbol;Acc:HGNC:41885]","miRNA",75
"MIR1199","ENSG00000284081",102466515,"microRNA 1199 [Source:HGNC Symbol;Acc:HGNC:50081]","miRNA",119
"MIR7109","ENSG00000284082",102465666,"microRNA 7109 [Source:HGNC Symbol;Acc:HGNC:50122]","miRNA",65
"MIR4732","ENSG00000284085",100616385,"microRNA 4732 [Source:HGNC Symbol;Acc:HGNC:41639]","miRNA",76
"KIR3DL3","ENSG00000284086",115653,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]","protein_coding",1691
"MIR6844","ENSG00000284087",102466200,"microRNA 6844 [Source:HGNC Symbol;Acc:HGNC:50135]","miRNA",62
"SPEM3","ENSG00000284090",107983988,"SPEM family member 3 [Source:HGNC Symbol;Acc:HGNC:53651]","protein_coding",3695
"MIR5703","ENSG00000284092",100847081,"microRNA 5703 [Source:HGNC Symbol;Acc:HGNC:43475]","miRNA",56
"KIR3DL1","ENSG00000284093",3811,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]","protein_coding",1871
"MIR6073","ENSG00000284094",102464826,"microRNA 6073 [Source:HGNC Symbol;Acc:HGNC:50128]","miRNA",89
"LILRP2","ENSG00000284097",79166,"leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]","transcribed_processed_pseudogene",1383
"SQSTM1","ENSG00000284099",8878,"sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]","protein_coding",2840
"KIR2DL1","ENSG00000284100",3802,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]","protein_coding",1614
"DUS4L","ENSG00000284103",11062,"dihydrouridine synthase 4 like [Source:HGNC Symbol;Acc:HGNC:21517]","protein_coding",2280
"KIR3DL3","ENSG00000284104",115653,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]","protein_coding",1691
"MIR19B2","ENSG00000284107",406981,"microRNA 19b-2 [Source:HGNC Symbol;Acc:HGNC:31576]","miRNA",96
"MIR611","ENSG00000284108",693196,"microRNA 611 [Source:HGNC Symbol;Acc:HGNC:32867]","miRNA",67
"MIR195","ENSG00000284112",406971,"microRNA 195 [Source:HGNC Symbol;Acc:HGNC:31566]","miRNA",87
"MIR6800","ENSG00000284114",102465480,"microRNA 6800 [Source:HGNC Symbol;Acc:HGNC:50042]","miRNA",82
"","ENSG00000284116",105372733,"novel transcript","lncRNA",1749
"MIR6883","ENSG00000284117",102465532,"microRNA 6883 [Source:HGNC Symbol;Acc:HGNC:50019]","miRNA",78
"MIR4707","ENSG00000284118",100616424,"microRNA 4707 [Source:HGNC Symbol;Acc:HGNC:41531]","miRNA",80
"MIR198","ENSG00000284121",406975,"microRNA 198 [Source:HGNC Symbol;Acc:HGNC:31570]","miRNA",62
"MIR6717","ENSG00000284122",102465428,"microRNA 6717 [Source:HGNC Symbol;Acc:HGNC:50000]","miRNA",73
"MIR1825","ENSG00000284125",100302183,"microRNA 1825 [Source:HGNC Symbol;Acc:HGNC:35389]","miRNA",53
"KIR3DL3","ENSG00000284127",115653,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]","protein_coding",1691
"MIR6789","ENSG00000284129",102466736,"microRNA 6789 [Source:HGNC Symbol;Acc:HGNC:50094]","miRNA",98
"KIR2DL3","ENSG00000284132",3804,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]","protein_coding",1592
"MIR568","ENSG00000284134",693153,"microRNA 568 [Source:HGNC Symbol;Acc:HGNC:32824]","miRNA",95
"MIR3654","ENSG00000284135",100500804,"microRNA 3654 [Source:HGNC Symbol;Acc:HGNC:38896]","miRNA",56
"MIR1234","ENSG00000284139",100302196,"microRNA 1234 [Source:HGNC Symbol;Acc:HGNC:33926]","miRNA",80
"MIR3618","ENSG00000284140",100500860,"microRNA 3618 [Source:HGNC Symbol;Acc:HGNC:38937]","miRNA",88
"LILRP2","ENSG00000284141",79166,"leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]","transcribed_processed_pseudogene",1383
"MIR6845","ENSG00000284142",102466748,"microRNA 6845 [Source:HGNC Symbol;Acc:HGNC:49956]","miRNA",61
"MIR4700","ENSG00000284143",100616329,"microRNA 4700 [Source:HGNC Symbol;Acc:HGNC:41806]","miRNA",74
"MIR6866","ENSG00000284144",102466986,"microRNA 6866 [Source:HGNC Symbol;Acc:HGNC:49932]","miRNA",69
"KIR2DL1","ENSG00000284145",3802,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]","protein_coding",1614
"MIR922","ENSG00000284146",100126321,"microRNA 922 [Source:HGNC Symbol;Acc:HGNC:33672]","miRNA",81
"MIR3150B","ENSG00000284147",100500907,"microRNA 3150b [Source:HGNC Symbol;Acc:HGNC:38938]","miRNA",86
"MIR6756","ENSG00000284148",102465453,"microRNA 6756 [Source:HGNC Symbol;Acc:HGNC:49974]","miRNA",63
"MIR4784","ENSG00000284149",100616378,"microRNA 4784 [Source:HGNC Symbol;Acc:HGNC:41580]","miRNA",77
"MIR6758","ENSG00000284152",102465454,"microRNA 6758 [Source:HGNC Symbol;Acc:HGNC:50038]","miRNA",63
"MIR3605","ENSG00000284154",100500853,"microRNA 3605 [Source:HGNC Symbol;Acc:HGNC:38922]","miRNA",100
"MIR194-2","ENSG00000284155",406970,"microRNA 194-2 [Source:HGNC Symbol;Acc:HGNC:31565]","miRNA",85
"MIR106A","ENSG00000284157",406899,"microRNA 106a [Source:HGNC Symbol;Acc:HGNC:31494]","miRNA",81
"MIR6822","ENSG00000284158",102466743,"microRNA 6822 [Source:HGNC Symbol;Acc:HGNC:49999]","miRNA",61
"MIR3940","ENSG00000284159",100500888,"microRNA 3940 [Source:HGNC Symbol;Acc:HGNC:38893]","miRNA",102
"MIR7706","ENSG00000284160",102465803,"microRNA 7706 [Source:HGNC Symbol;Acc:HGNC:50110]","miRNA",67
"EEF2K","ENSG00000284161",29904,"eukaryotic elongation factor 2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]","protein_coding",7397
"MIR4523","ENSG00000284162",100616122,"microRNA 4523 [Source:HGNC Symbol;Acc:HGNC:41583]","miRNA",69
"MIR3620","ENSG00000284163",100500810,"microRNA 3620 [Source:HGNC Symbol;Acc:HGNC:38917]","miRNA",79
"EVPLL","ENSG00000284166",645027,"envoplakin like [Source:HGNC Symbol;Acc:HGNC:35236]","protein_coding",1979
"MIR6513","ENSG00000284173",102465256,"microRNA 6513 [Source:HGNC Symbol;Acc:HGNC:50247]","miRNA",64
"MIR4763","ENSG00000284175",100616143,"microRNA 4763 [Source:HGNC Symbol;Acc:HGNC:41677]","miRNA",92
"MIR5090","ENSG00000284176",100847073,"microRNA 5090 [Source:HGNC Symbol;Acc:HGNC:43547]","miRNA",85
"KIR3DL1","ENSG00000284177",3811,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]","protein_coding",1871
"MIR7-1","ENSG00000284179",407043,"microRNA 7-1 [Source:HGNC Symbol;Acc:HGNC:31638]","miRNA",110
"MIR3606","ENSG00000284180",100500837,"microRNA 3606 [Source:HGNC Symbol;Acc:HGNC:38881]","miRNA",63
"MIR143","ENSG00000284182",406935,"microRNA 143 [Source:HGNC Symbol;Acc:HGNC:31530]","miRNA",106
"MIR6506","ENSG00000284184",102465252,"microRNA 6506 [Source:HGNC Symbol;Acc:HGNC:50158]","miRNA",66
"MIR219A2","ENSG00000284185",407003,"microRNA 219a-2 [Source:HGNC Symbol;Acc:HGNC:31598]","miRNA",97
"MIR3615","ENSG00000284186",100500847,"microRNA 3615 [Source:HGNC Symbol;Acc:HGNC:38905]","miRNA",87
"","ENSG00000284189",105371430,"novel transcript, antisense to C17orf97","lncRNA",887
"MIR21","ENSG00000284190",406991,"microRNA 21 [Source:HGNC Symbol;Acc:HGNC:31586]","miRNA",72
"MIR671","ENSG00000284191",768213,"microRNA 671 [Source:HGNC Symbol;Acc:HGNC:33134]","miRNA",118
"KIR3DL2","ENSG00000284192",3812,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]","protein_coding",1877
"MIR1257","ENSG00000284193",100302168,"microRNA 1257 [Source:HGNC Symbol;Acc:HGNC:35322]","miRNA",117
"SCO2","ENSG00000284194",9997,"synthesis of cytochrome C oxidase 2 [Source:HGNC Symbol;Acc:HGNC:10604]","protein_coding",1068
"MIR6852","ENSG00000284195",102465513,"microRNA 6852 [Source:HGNC Symbol;Acc:HGNC:49993]","miRNA",66
"MIR658","ENSG00000284197",724028,"microRNA 658 [Source:HGNC Symbol;Acc:HGNC:32914]","miRNA",100
"MIR6847","ENSG00000284200",102465510,"microRNA 6847 [Source:HGNC Symbol;Acc:HGNC:50022]","miRNA",69
"MIR137","ENSG00000284202",406928,"microRNA 137 [Source:HGNC Symbol;Acc:HGNC:31523]","miRNA",102
"MIR29B2","ENSG00000284203",407025,"microRNA 29b-2 [Source:HGNC Symbol;Acc:HGNC:31620]","miRNA",81
"MIR19A","ENSG00000284204",406979,"microRNA 19a [Source:HGNC Symbol;Acc:HGNC:31574]","miRNA",82
"KIR2DL4","ENSG00000284206",3805,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]","protein_coding",1582
"CCNYL1B","ENSG00000284209",102724485,"cyclin Y like 1B [Source:HGNC Symbol;Acc:HGNC:56313]","protein_coding",3247
"KIR3DL2","ENSG00000284213",3812,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]","protein_coding",1877
"MIR29C","ENSG00000284214",407026,"microRNA 29c [Source:HGNC Symbol;Acc:HGNC:31621]","miRNA",88
"MIR1909","ENSG00000284216",100302210,"microRNA 1909 [Source:HGNC Symbol;Acc:HGNC:35393]","miRNA",80
"NPIPB5","ENSG00000284218",100132247,"nuclear pore complex interacting protein family member B5 [Source:HGNC Symbol;Acc:HGNC:37233]","protein_coding",3150
"MIR202","ENSG00000284219",574448,"microRNA 202 [Source:HGNC Symbol;Acc:HGNC:32080]","miRNA",110
"MIR937","ENSG00000284224",100126338,"microRNA 937 [Source:HGNC Symbol;Acc:HGNC:33680]","miRNA",86
"DCHS2","ENSG00000284227",54798,"dachsous cadherin-related 2 [Source:HGNC Symbol;Acc:HGNC:23111]","protein_coding",13354
"TMEM102","ENSG00000284228",284114,"transmembrane protein 102 [Source:HGNC Symbol;Acc:HGNC:26722]","protein_coding",1981
"MIR6848","ENSG00000284229",102465511,"microRNA 6848 [Source:HGNC Symbol;Acc:HGNC:50176]","miRNA",70
"MIR424","ENSG00000284231",494336,"microRNA 424 [Source:HGNC Symbol;Acc:HGNC:31881]","miRNA",98
"KIR2DL3","ENSG00000284236",3804,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]","protein_coding",1592
"LINC02767","ENSG00000284237",105372883,"long intergenic non-protein coding RNA 2767 [Source:HGNC Symbol;Acc:HGNC:54287]","lncRNA",7440
"TOP3A","ENSG00000284238",7156,"DNA topoisomerase III alpha [Source:HGNC Symbol;Acc:HGNC:11992]","protein_coding",6596
"MIR1539","ENSG00000284239",100302257,"microRNA 1539 [Source:HGNC Symbol;Acc:HGNC:35383]","miRNA",50
"LINC02801","ENSG00000284240",101927844,"long intergenic non-protein coding RNA 2801 [Source:HGNC Symbol;Acc:HGNC:54325]","lncRNA",3864
"KIR2DL3","ENSG00000284241",3804,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]","protein_coding",1592
"KIR2DS4","ENSG00000284244",3809,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]","protein_coding",1608
"MIR6716","ENSG00000284246",102466719,"microRNA 6716 [Source:HGNC Symbol;Acc:HGNC:50048]","miRNA",80
"MIR2682","ENSG00000284247",100616452,"microRNA 2682 [Source:HGNC Symbol;Acc:HGNC:41688]","miRNA",110
"MIR6516","ENSG00000284250",102466864,"microRNA 6516 [Source:HGNC Symbol;Acc:HGNC:50233]","miRNA",81
"MIR711","ENSG00000284251",100313843,"microRNA 711 [Source:HGNC Symbol;Acc:HGNC:37316]","miRNA",76
"MIR4444-1","ENSG00000284252",100616394,"microRNA 4444-1 [Source:HGNC Symbol;Acc:HGNC:41710]","miRNA",74
"MIR1973","ENSG00000284253",100302290,"microRNA 1973 [Source:HGNC Symbol;Acc:HGNC:37061]","miRNA",44
"HNRNPH1","ENSG00000284254",3187,"heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]","protein_coding",5562
"OR4C12","ENSG00000284255",283093,"olfactory receptor family 4 subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:15168]","protein_coding",1063
"MIR5004","ENSG00000284256",100847012,"microRNA 5004 [Source:HGNC Symbol;Acc:HGNC:43532]","miRNA",107
"MIR8085","ENSG00000284258",102465879,"microRNA 8085 [Source:HGNC Symbol;Acc:HGNC:50120]","miRNA",65
"MIR6773","ENSG00000284259",102466194,"microRNA 6773 [Source:HGNC Symbol;Acc:HGNC:50132]","miRNA",74
"RUFY1","ENSG00000284260",80230,"RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]","protein_coding",2642
"MIR4657","ENSG00000284261",100616393,"microRNA 4657 [Source:HGNC Symbol;Acc:HGNC:41706]","miRNA",53
"KIR2DS4","ENSG00000284264",3809,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]","protein_coding",1605
"MIR4683","ENSG00000284265",100616500,"microRNA 4683 [Source:HGNC Symbol;Acc:HGNC:41883]","miRNA",81
"MIR4534","ENSG00000284266",100616146,"microRNA 4534 [Source:HGNC Symbol;Acc:HGNC:41692]","miRNA",60
"MIR1181","ENSG00000284268",100302213,"microRNA 1181 [Source:HGNC Symbol;Acc:HGNC:35262]","miRNA",81
"MIR7855","ENSG00000284269",102465841,"microRNA 7855 [Source:HGNC Symbol;Acc:HGNC:50244]","miRNA",61
"MIR4321","ENSG00000284272",100423031,"microRNA 4321 [Source:HGNC Symbol;Acc:HGNC:38244]","miRNA",80
"MRNIP-DT","ENSG00000284274",100996419,"MRNIP divergent transcript [Source:HGNC Symbol;Acc:HGNC:56030]","lncRNA",1454
"MIR564","ENSG00000284275",693149,"microRNA 564 [Source:HGNC Symbol;Acc:HGNC:32820]","miRNA",94
"MIR4800","ENSG00000284276",100616358,"microRNA 4800 [Source:HGNC Symbol;Acc:HGNC:41877]","miRNA",80
"MIR7162","ENSG00000284277",102466227,"microRNA 7162 [Source:HGNC Symbol;Acc:HGNC:50189]","miRNA",69
"MIR6843","ENSG00000284280",102465508,"microRNA 6843 [Source:HGNC Symbol;Acc:HGNC:50240]","miRNA",151
"POLR3E","ENSG00000284282",55718,"RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]","protein_coding",3690
"MIR4712","ENSG00000284284",100616396,"microRNA 4712 [Source:HGNC Symbol;Acc:HGNC:41732]","miRNA",82
"MIR718","ENSG00000284286",100313781,"microRNA 718 [Source:HGNC Symbol;Acc:HGNC:37317]","miRNA",70
"MIR378D2","ENSG00000284288",100616169,"microRNA 378d-2 [Source:HGNC Symbol;Acc:HGNC:41797]","miRNA",98
"MIR6820","ENSG00000284289",102465492,"microRNA 6820 [Source:HGNC Symbol;Acc:HGNC:50095]","miRNA",62
"ANKS4B","ENSG00000284290",257629,"ankyrin repeat and sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:26795]","protein_coding",4323
"MIR7113","ENSG00000284293",102465669,"microRNA 7113 [Source:HGNC Symbol;Acc:HGNC:49947]","miRNA",59
"KIR3DL2","ENSG00000284295",3812,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]","protein_coding",1877
"MIR3179-1","ENSG00000284305",100422960,"microRNA 3179-1 [Source:HGNC Symbol;Acc:HGNC:38353]","miRNA",84
"KIR2DS4","ENSG00000284307",3809,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]","protein_coding",1608
"C2orf81","ENSG00000284308",388963,"chromosome 2 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:34350]","protein_coding",2407
"MIR939","ENSG00000284310",100126351,"microRNA 939 [Source:HGNC Symbol;Acc:HGNC:33682]","miRNA",82
"MIR6742","ENSG00000284311",102465444,"microRNA 6742 [Source:HGNC Symbol;Acc:HGNC:50090]","miRNA",62
"LILRP2","ENSG00000284314",79166,"leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]","transcribed_processed_pseudogene",1383
"PDZD9","ENSG00000284316",255762,"PDZ domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28740]","protein_coding",1266
"MIR7114","ENSG00000284317",102466223,"microRNA 7114 [Source:HGNC Symbol;Acc:HGNC:50157]","miRNA",61
"SHMT1","ENSG00000284320",6470,"serine hydroxymethyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10850]","protein_coding",2756
"MIR124-1","ENSG00000284321",406907,"microRNA 124-1 [Source:HGNC Symbol;Acc:HGNC:31502]","miRNA",85
"MIR3175","ENSG00000284324",100422995,"microRNA 3175 [Source:HGNC Symbol;Acc:HGNC:38299]","miRNA",77
"MIR3655","ENSG00000284325",100500820,"microRNA 3655 [Source:HGNC Symbol;Acc:HGNC:38960]","miRNA",83
"MIR9-3","ENSG00000284329",407051,"microRNA 9-3 [Source:HGNC Symbol;Acc:HGNC:31646]","miRNA",90
"MIR4741","ENSG00000284331",100616139,"microRNA 4741 [Source:HGNC Symbol;Acc:HGNC:41661]","miRNA",90
"MIR1302-2","ENSG00000284332",100302278,"microRNA 1302-2 [Source:HGNC Symbol;Acc:HGNC:35294]","miRNA",138
"KIR2DL3","ENSG00000284333",3804,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]","protein_coding",1592
"MIR4651","ENSG00000284334",100616270,"microRNA 4651 [Source:HGNC Symbol;Acc:HGNC:41647]","miRNA",73
"MIR2277","ENSG00000284336",100313887,"microRNA 2277 [Source:HGNC Symbol;Acc:HGNC:37314]","miRNA",93
"VAV3-AS1","ENSG00000284338",100873946,"VAV3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40608]","lncRNA",2439
"LILRP2","ENSG00000284339",79166,"leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]","transcribed_processed_pseudogene",1383
