,Gene,Gene ID,Gene Length
14721,TAF3,ENSG00000165632,198135
14722,TAF4,ENSG00000130699,112413
14723,TAF4B,ENSG00000141384,165241
14724,TAF5,ENSG00000148835,21100
14725,TAF5L,ENSG00000135801,32989
14726,TAF6,ENSG00000106290,12966
14727,TAF6L,ENSG00000162227,15986
14728,TAF7,ENSG00000178913,60901
14729,TAF7L,ENSG00000102387,24805
14730,TAF8,ENSG00000137413,36949
14731,TAF9,ENSG00000273841,7988
14732,TAF9B,ENSG00000187325,9903
14733,TAGAP,ENSG00000164691,61356
14734,TAGLN,ENSG00000149591,8095
14735,TAGLN2,ENSG00000158710,7401
14736,TAGLN3,ENSG00000144834,15149
14737,TAL1,ENSG00000162367,15936
14738,TAL2,ENSG00000186051,668
14739,TALDO1,ENSG00000177156,17598
14740,TAMM41,ENSG00000144559,56478
14741,TANC1,ENSG00000115183,264020
14742,TANC2,ENSG00000170921,461469
14743,TANK,ENSG00000136560,99323
14744,TAOK1,ENSG00000160551,161541
14745,TAOK2,ENSG00000149930,18394
14746,TAOK3,ENSG00000135090,223107
14747,TAP1,ENSG00000168394,8608
14748,TAP2,ENSG00000204267,16907
14749,TAPBP,ENSG00000231925,14591
14750,TAPBPL,ENSG00000139192,14828
14751,TAPT1,ENSG00000169762,66906
14752,TARBP1,ENSG00000059588,87867
14753,TARBP2,ENSG00000139546,5511
14754,TARDBP,ENSG00000120948,18185
14755,TARM1,ENSG00000248385,11471
14756,TARP,ENSG00000289746,13994
14757,TARS2,ENSG00000143374,20189
14758,TAS1R1,ENSG00000173662,24449
14759,TAS1R2,ENSG00000179002,20062
14760,TAS1R3,ENSG00000169962,4035
14761,TAS2R1,ENSG00000169777,85032
14762,TAS2R10,ENSG00000121318,1140
14763,TAS2R13,ENSG00000212128,1637
14764,TAS2R14,ENSG00000212127,234166
14765,TAS2R16,ENSG00000128519,997
14766,TAS2R19,ENSG00000212124,1002
14767,TAS2R20,ENSG00000255837,2344
14768,TAS2R3,ENSG00000127362,1101
14769,TAS2R30,ENSG00000256188,1687
14770,TAS2R31,ENSG00000256436,1021
14771,TAS2R38,ENSG00000257138,1143
14772,TAS2R39,ENSG00000236398,1017
14773,TAS2R4,ENSG00000127364,5018
14774,TAS2R40,ENSG00000221937,1043
14775,TAS2R41,ENSG00000221855,924
14776,TAS2R42,ENSG00000186136,945
14777,TAS2R43,ENSG00000255374,1027
14778,TAS2R46,ENSG00000226761,930
14779,TAS2R5,ENSG00000127366,1151
14780,TAS2R50,ENSG00000212126,1000
14781,TAS2R60,ENSG00000185899,957
14782,TAS2R7,ENSG00000121377,1096
14783,TAS2R8,ENSG00000121314,1236
14784,TAS2R9,ENSG00000121381,1075
14785,TASP1,ENSG00000089123,249541
14786,TAT,ENSG00000198650,11433
14787,TATDN1,ENSG00000147687,50974
14788,TATDN2,ENSG00000157014,33196
14789,TATDN3,ENSG00000203705,25003
14790,TAX1BP1,ENSG00000106052,105234
14791,TAX1BP3,ENSG00000213977,5785
14792,TBC1D1,ENSG00000065882,248092
14793,TBC1D10A,ENSG00000099992,34958
14794,TBC1D10B,ENSG00000169221,13393
14795,TBC1D10C,ENSG00000175463,6175
14796,TBC1D12,ENSG00000108239,133792
14797,TBC1D13,ENSG00000107021,23178
14798,TBC1D14,ENSG00000132405,123877
14799,TBC1D15,ENSG00000121749,87542
14800,TBC1D16,ENSG00000167291,103530
14801,TBC1D17,ENSG00000104946,11085
14802,TBC1D19,ENSG00000109680,179787
14803,TBC1D2,ENSG00000095383,56639
14804,TBC1D20,ENSG00000125875,38971
14805,TBC1D21,ENSG00000167139,15651
14806,TBC1D22A,ENSG00000054611,413083
14807,TBC1D22B,ENSG00000065491,75199
14808,TBC1D23,ENSG00000036054,64260
14809,TBC1D24,ENSG00000162065,34621
14810,TBC1D25,ENSG00000068354,22896
14811,TBC1D26,ENSG00000214946,13916
14812,TBC1D28,ENSG00000189375,10181
14813,TBC1D2B,ENSG00000167202,93689
14814,TBC1D30,ENSG00000111490,121550
14815,TBC1D3B,ENSG00000274808,10954
14816,TBC1D3C,ENSG00000278299,10942
14817,TBC1D3P1-DHX40P1,ENSG00000267104,56691
14818,TBC1D3P5,ENSG00000290422,13934
14819,TBC1D3P5,ENSG00000266433,11764
14820,TBC1D4,ENSG00000136111,198667
14821,TBC1D5,ENSG00000131374,1287656
14822,TBC1D7,ENSG00000145979,62042
14823,TBC1D8,ENSG00000204634,245639
14824,TBC1D8B,ENSG00000133138,73478
14825,TBC1D9,ENSG00000109436,135604
14826,TBC1D9B,ENSG00000197226,45832
14827,TBCA,ENSG00000171530,177615
14828,TBCB,ENSG00000105254,11659
14829,TBCC,ENSG00000124659,1606
14830,TBCCD1,ENSG00000113838,24477
14831,TBCD,ENSG00000141556,193873
14832,TBCE,ENSG00000284770,85084
14833,TBCEL,ENSG00000154114,66705
14834,TBCK,ENSG00000145348,275085
14835,TBK1,ENSG00000183735,50025
14836,TBKBP1,ENSG00000198933,17892
14837,TBL1X,ENSG00000101849,277718
14838,TBL1XR1,ENSG00000177565,208661
14839,TBL1Y,ENSG00000092377,191285
14840,TBL2,ENSG00000106638,11255
14841,TBL3,ENSG00000183751,10877
14842,TBP,ENSG00000112592,18569
14843,TBPL2,ENSG00000182521,42517
14844,TBR1,ENSG00000136535,9574
14845,TBRG1,ENSG00000154144,13091
14846,TBRG4,ENSG00000136270,11948
14847,TBX1,ENSG00000184058,26891
14848,TBX10,ENSG00000167800,8461
14849,TBX15,ENSG00000092607,106511
14850,TBX18,ENSG00000112837,77248
14851,TBX19,ENSG00000143178,33550
14852,TBX2,ENSG00000121068,9624
14853,TBX20,ENSG00000164532,51671
14854,TBX21,ENSG00000073861,12887
14855,TBX22,ENSG00000122145,17022
14856,TBX3,ENSG00000135111,13921
14857,TBX4,ENSG00000121075,32707
14858,TBX5,ENSG00000089225,54532
14859,TBX6,ENSG00000149922,6132
14860,TBXA2R,ENSG00000006638,12369
14861,TBXAS1,ENSG00000059377,243275
14862,TC2N,ENSG00000165929,87791
14863,TCAM1P,ENSG00000240280,5749
14864,TCAM1P,ENSG00000293480,15115
14865,TCAP,ENSG00000173991,1206
14866,TCEA1,ENSG00000187735,55897
14867,TCEA2,ENSG00000171703,22512
14868,TCEA3,ENSG00000204219,43840
14869,TCEAL1,ENSG00000172465,2250
14870,TCEAL2,ENSG00000184905,14748
14871,TCEAL3,ENSG00000196507,22240
14872,TCEAL4,ENSG00000133142,11499
14873,TCEAL5,ENSG00000204065,3060
14874,TCEAL6,ENSG00000204071,2495
14875,TCEAL7,ENSG00000182916,2098
14876,TCEAL8,ENSG00000180964,2198
14877,TCEANC,ENSG00000176896,28853
14878,TCEANC2,ENSG00000116205,58936
14879,TCERG1,ENSG00000113649,64651
14880,TCERG1L,ENSG00000176769,219331
14881,TCF12,ENSG00000140262,380659
14882,TCF15,ENSG00000125878,6053
14883,TCF19,ENSG00000137310,8829
14884,TCF20,ENSG00000100207,183604
14885,TCF21,ENSG00000118526,6441
14886,TCF23,ENSG00000163792,7971
14887,TCF24,ENSG00000261787,16091
14888,TCF25,ENSG00000141002,40058
14889,TCF3,ENSG00000071564,43325
14890,TCF7,ENSG00000081059,37185
14891,TCF7L1,ENSG00000152284,176996
14892,TCF7L2,ENSG00000148737,217432
14893,TCFL5,ENSG00000101190,20818
14894,TCHH,ENSG00000159450,9128
14895,TCHHL1,ENSG00000182898,4924
14896,TCHP,ENSG00000139437,83578
14897,TCIRG1,ENSG00000110719,11871
14898,TCL1A,ENSG00000100721,4250
14899,TCL1B,ENSG00000213231,6203
14900,TCN1,ENSG00000134827,13690
14901,TCN2,ENSG00000185339,20269
14902,TCOF1,ENSG00000070814,42680
14903,TCP1,ENSG00000120438,11206
14904,TCP10L2,ENSG00000166984,24535
14905,TCP11,ENSG00000124678,30540
14906,TCP11L1,ENSG00000176148,66527
14907,TCP11L2,ENSG00000166046,45610
14908,TCTA,ENSG00000145022,4265
14909,TCTE1,ENSG00000146221,18965
14910,TCTN1,ENSG00000204852,49405
14911,TCTN2,ENSG00000168778,37290
14912,TCTN3,ENSG00000119977,34321
14913,TDG,ENSG00000139372,23053
14914,TDH,ENSG00000154316,9603
14915,TDH,ENSG00000293451,28816
14916,TDO2,ENSG00000151790,65669
14917,TDP1,ENSG00000042088,89826
14918,TDP2,ENSG00000111802,16952
14919,TDRD1,ENSG00000095627,53397
14920,TDRD10,ENSG00000163239,45929
14921,TDRD3,ENSG00000083544,177422
14922,TDRD5,ENSG00000162782,99660
14923,TDRD6,ENSG00000180113,16445
14924,TDRD7,ENSG00000196116,84030
14925,TDRD9,ENSG00000156414,124212
14926,TDRG1,ENSG00000204091,101911
14927,TDRKH,ENSG00000182134,21310
14928,TEAD1,ENSG00000187079,270317
14929,TEAD2,ENSG00000074219,21863
14930,TEAD3,ENSG00000007866,23483
14931,TEAD4,ENSG00000197905,81347
14932,TEC,ENSG00000135605,134056
14933,TECPR1,ENSG00000205356,37609
14934,TECPR2,ENSG00000196663,139537
14935,TECR,ENSG00000099797,48896
14936,TECRL,ENSG00000205678,134212
14937,TECTA,ENSG00000109927,90248
14938,TECTB,ENSG00000119913,21639
14939,TEDDM1,ENSG00000203730,2551
14940,TEF,ENSG00000167074,31994
14941,TEFM,ENSG00000172171,8903
14942,TEK,ENSG00000120156,121034
14943,TEKT1,ENSG00000167858,42629
14944,TEKT2,ENSG00000092850,4182
14945,TEKT3,ENSG00000125409,37822
14946,TEKT4,ENSG00000163060,5394
14947,TEKT5,ENSG00000153060,67430
14948,TELO2,ENSG00000100726,17114
14949,TEP1,ENSG00000129566,47835
14950,TERC,ENSG00000270141,1096
14951,TERF1,ENSG00000147601,39268
14952,TERF2,ENSG00000132604,53005
14953,TERF2IP,ENSG00000166848,114100
14954,TERT,ENSG00000164362,41922
14955,TES,ENSG00000135269,48278
14956,TESC,ENSG00000088992,60557
14957,TESK1,ENSG00000107140,4780
14958,TESK2,ENSG00000070759,147281
14959,TET1,ENSG00000138336,134151
14960,TET2,ENSG00000168769,133942
14961,TET3,ENSG00000187605,123268
14962,TEX10,ENSG00000136891,50866
14963,TEX101,ENSG00000131126,17102
14964,TEX11,ENSG00000120498,379772
14965,TEX12,ENSG00000150783,5185
14966,TEX13A,ENSG00000268629,1766
14967,TEX13B,ENSG00000170925,1507
14968,TEX14,ENSG00000121101,135378
14969,TEX15,ENSG00000133863,81465
14970,TEX19,ENSG00000182459,4529
14971,TEX2,ENSG00000136478,116034
14972,TEX21P,ENSG00000234911,28496
14973,TEX22,ENSG00000226174,51569
14974,TEX261,ENSG00000144043,26549
14975,TEX28,ENSG00000278057,24589
14976,TEX9,ENSG00000151575,202027
14977,TF,ENSG00000091513,50602
14978,TFAM,ENSG00000108064,13876
14979,TFAMP1,ENSG00000230444,736
14980,TFAP2A,ENSG00000137203,26474
14981,TFAP2B,ENSG00000008196,28897
14982,TFAP2C,ENSG00000087510,9978
14983,TFAP2D,ENSG00000008197,59508
14984,TFAP2E,ENSG00000116819,22015
14985,TFAP4,ENSG00000090447,15890
14986,TFB1M,ENSG00000029639,58360
14987,TFB2M,ENSG00000162851,25701
14988,TFCP2,ENSG00000135457,79480
14989,TFCP2L1,ENSG00000115112,68616
14990,TFDP1,ENSG00000198176,56753
14991,TFDP2,ENSG00000114126,205117
14992,TFDP3,ENSG00000183434,1693
14993,TFE3,ENSG00000068323,14685
14994,TFEB,ENSG00000112561,52282
14995,TFEC,ENSG00000105967,224749
14996,TFF1,ENSG00000160182,4254
14997,TFF2,ENSG00000160181,4641
14998,TFF3,ENSG00000160180,3743
14999,TFG,ENSG00000114354,39670
15000,TFIP11,ENSG00000100109,21281
15001,TFPI,ENSG00000003436,101531
15002,TFPI2,ENSG00000105825,5358
15003,TFPT,ENSG00000105619,8638
15004,TFR2,ENSG00000106327,22364
15005,TFRC,ENSG00000072274,69643
15006,TG,ENSG00000042832,267946
15007,TGDS,ENSG00000088451,22189
15008,TGFA,ENSG00000163235,106910
15009,TGFB1,ENSG00000105329,52336
15010,TGFB1I1,ENSG00000140682,6376
15011,TGFB2,ENSG00000092969,99284
15012,TGFB3,ENSG00000119699,24915
15013,TGFBI,ENSG00000120708,34831
15014,TGFBR1,ENSG00000106799,50155
15015,TGFBR2,ENSG00000163513,87772
15016,TGFBR3,ENSG00000069702,225993
15017,TGFBRAP1,ENSG00000135966,65345
15018,TGIF1,ENSG00000177426,48371
15019,TGIF2,ENSG00000118707,20463
15020,TGIF2LX,ENSG00000153779,976
15021,TGIF2LY,ENSG00000176679,975
15022,TGM1,ENSG00000092295,15319
15023,TGM2,ENSG00000198959,39194
15024,TGM3,ENSG00000125780,45079
15025,TGM4,ENSG00000163810,40383
15026,TGM5,ENSG00000104055,34339
15027,TGM6,ENSG00000166948,51853
15028,TGM7,ENSG00000159495,25985
15029,TGOLN2,ENSG00000152291,10225
15030,TGS1,ENSG00000137574,53000
15031,TH,ENSG00000180176,7887
15032,THADA,ENSG00000115970,365188
15033,THAP1,ENSG00000131931,6652
15034,THAP10,ENSG00000129028,11092
15035,THAP11,ENSG00000168286,1876
15036,THAP2,ENSG00000173451,16344
15037,THAP3,ENSG00000041988,10719
15038,THAP4,ENSG00000176946,52754
15039,THAP5,ENSG00000177683,15208
15040,THAP6,ENSG00000174796,36528
15041,THAP7,ENSG00000184436,3093
15042,THAP8,ENSG00000161277,19756
15043,THAP9,ENSG00000168152,19286
15044,THBD,ENSG00000178726,4040
15045,THBS1,ENSG00000137801,18388
15046,THBS2,ENSG00000186340,38271
15047,THBS3,ENSG00000169231,13464
15048,THBS4,ENSG00000113296,91977
15049,THEM4,ENSG00000159445,38772
15050,THEM5,ENSG00000196407,6612
15051,THEMIS,ENSG00000172673,210560
15052,THG1L,ENSG00000113272,10030
15053,THNSL1,ENSG00000185875,10053
15054,THOC1,ENSG00000079134,53531
15055,THOC2,ENSG00000125676,132496
15056,THOC3,ENSG00000051596,116808
15057,THOC5,ENSG00000100296,49338
15058,THOC6,ENSG00000131652,3729
15059,THOC7,ENSG00000163634,29999
15060,THOP1,ENSG00000172009,30305
15061,THPO,ENSG00000090534,10034
15062,THRA,ENSG00000126351,35578
15063,THRAP3,ENSG00000054118,80926
15064,THRB,ENSG00000151090,378604
15065,THRSP,ENSG00000151365,4491
15066,THSD1,ENSG00000136114,39207
15067,THSD4,ENSG00000187720,686432
15068,THSD7A,ENSG00000005108,461834
15069,THSD7B,ENSG00000144229,912174
15070,THTPA,ENSG00000259431,4284
15071,THUMPD1,ENSG00000066654,39269
15072,THUMPD2,ENSG00000138050,43208
15073,THUMPD3,ENSG00000134077,23821
15074,THY1,ENSG00000154096,9510
15075,THYN1,ENSG00000151500,5092
15076,TIA1,ENSG00000116001,39217
15077,TIAL1,ENSG00000151923,25228
15078,TIAM1,ENSG00000156299,441562
15079,TIAM2,ENSG00000146426,425027
15080,TIE1,ENSG00000066056,22127
15081,TIFA,ENSG00000145365,12988
15082,TIFAB,ENSG00000255833,8126
15083,TIGD1,ENSG00000221944,6675
15084,TIGD2,ENSG00000180346,3369
15085,TIGD3,ENSG00000173825,2863
15086,TIGD5,ENSG00000179886,5394
15087,TIGD6,ENSG00000164296,7537
15088,TIGD7,ENSG00000140993,6922
15089,TIGIT,ENSG00000181847,33376
15090,TIMD4,ENSG00000145850,43935
15091,TIMELESS,ENSG00000111602,33064
15092,TIMM10,ENSG00000134809,2340
15093,TIMM13,ENSG00000099800,1962
15094,TIMM17A,ENSG00000134375,15162
15095,TIMM17B,ENSG00000126768,4697
15096,TIMM21,ENSG00000075336,12009
15097,TIMM22,ENSG00000177370,6543
15098,TIMM23,ENSG00000265354,31254
15099,TIMM44,ENSG00000104980,16950
15100,TIMM50,ENSG00000105197,13374
15101,TIMM8A,ENSG00000126953,3082
15102,TIMM8B,ENSG00000150779,1999
15103,TIMM9,ENSG00000100575,19037
15104,TIMMDC1,ENSG00000113845,26544
15105,TIMP1,ENSG00000102265,4382
15106,TIMP2,ENSG00000035862,72411
15107,TIMP3,ENSG00000100234,61337
15108,TIMP4,ENSG00000157150,5845
15109,TINAG,ENSG00000137251,82284
15110,TINAGL1,ENSG00000142910,11202
15111,TINF2,ENSG00000092330,4378
15112,TIPARP,ENSG00000163659,33536
15113,TIPIN,ENSG00000075131,50556
15114,TIPRL,ENSG00000143155,23148
15115,TIRAP,ENSG00000150455,16349
15116,TJAP1,ENSG00000137221,29034
15117,TJP1,ENSG00000104067,269549
15118,TJP2,ENSG00000119139,153352
15119,TK1,ENSG00000167900,13143
15120,TK2,ENSG00000166548,44542
15121,TKT,ENSG00000163931,31341
15122,TKTL1,ENSG00000007350,34556
15123,TKTL2,ENSG00000151005,2660
15124,TLCD1,ENSG00000160606,3588
15125,TLCD2,ENSG00000185561,7562
15126,TLE1,ENSG00000196781,105865
15127,TLE2,ENSG00000065717,49997
15128,TLE3,ENSG00000140332,50387
15129,TLE4,ENSG00000106829,155110
15130,TLE6,ENSG00000104953,17642
15131,TLK1,ENSG00000198586,240492
15132,TLK2,ENSG00000146872,156824
15133,TLL1,ENSG00000038295,231221
15134,TLL2,ENSG00000095587,149319
15135,TLN1,ENSG00000137076,35248
15136,TLN2,ENSG00000171914,454106
15137,TLR1,ENSG00000174125,69263
15138,TLR10,ENSG00000174123,10753
15139,TLR2,ENSG00000137462,22211
15140,TLR3,ENSG00000164342,19163
15141,TLR4,ENSG00000136869,20561
15142,TLR5,ENSG00000187554,33889
15143,TLR6,ENSG00000174130,33921
15144,TLR7,ENSG00000196664,23290
15145,TLR8,ENSG00000101916,16550
15146,TLR9,ENSG00000239732,4566
15147,TLX1,ENSG00000107807,6490
15148,TLX1NB,ENSG00000236311,52118
15149,TLX2,ENSG00000115297,3686
15150,TLX3,ENSG00000164438,2892
15151,TM2D1,ENSG00000162604,44378
15152,TM2D2,ENSG00000169490,8017
15153,TM2D3,ENSG00000184277,30948
15154,TM4SF1,ENSG00000169908,8671
15155,TM4SF18,ENSG00000163762,15917
15156,TM4SF19,ENSG00000145107,19162
15157,TM4SF20,ENSG00000168955,19958
15158,TM4SF4,ENSG00000169903,28698
15159,TM4SF5,ENSG00000142484,11330
15160,TM6SF1,ENSG00000136404,37283
15161,TM6SF2,ENSG00000213996,9028
15162,TM7SF2,ENSG00000149809,4540
15163,TM7SF3,ENSG00000064115,42856
15164,DCSTAMP,ENSG00000164935,17603
15165,TM9SF1,ENSG00000100926,6539
15166,TM9SF2,ENSG00000125304,117738
15167,TM9SF3,ENSG00000077147,69343
15168,TM9SF4,ENSG00000101337,57545
15169,TMBIM1,ENSG00000135926,18390
15170,TMBIM4,ENSG00000155957,34182
15171,TMBIM6,ENSG00000139644,57210
15172,TMC1,ENSG00000165091,316690
15173,TMC2,ENSG00000149488,107008
15174,TMC3,ENSG00000188869,43126
15175,TMC4,ENSG00000167608,13143
15176,TMC5,ENSG00000103534,88618
15177,TMC6,ENSG00000141524,25011
15178,TMC7,ENSG00000170537,80009
15179,TMC8,ENSG00000167895,12199
15180,TMCC1,ENSG00000172765,245920
15181,TMCC2,ENSG00000133069,57687
15182,TMCC3,ENSG00000057704,83436
15183,TMCO1,ENSG00000143183,103463
15184,TMCO2,ENSG00000188800,5738
15185,TMCO3,ENSG00000150403,63570
15186,TMCO4,ENSG00000162542,117706
15187,TMCO5A,ENSG00000166069,45786
15188,TMCO6,ENSG00000113119,5974
15189,TMED1,ENSG00000099203,4252
15190,TMED10,ENSG00000170348,45144
15191,TMED10P1,ENSG00000254618,655
15192,TMED11P,ENSG00000215367,38464
15193,TMED2,ENSG00000086598,14050
15194,TMED3,ENSG00000166557,116321
15195,TMED4,ENSG00000158604,5896
15196,TMED5,ENSG00000117500,30775
15197,TMED6,ENSG00000157315,8537
15198,TMED8,ENSG00000100580,42066
15199,TMED9,ENSG00000184840,5040
15200,TMEFF2,ENSG00000144339,245891
15201,TMEM100,ENSG00000166292,12495
15202,TMEM101,ENSG00000091947,12759
15203,TMEM102,ENSG00000181284,2245
15204,TMEM104,ENSG00000109066,63255
15205,TMEM105,ENSG00000185332,19405
15206,TMEM106A,ENSG00000184988,8207
15207,TMEM106B,ENSG00000106460,32098
15208,TMEM106C,ENSG00000134291,5310
15209,TMEM107,ENSG00000179029,3943
15210,TMEM108,ENSG00000144868,359385
15211,TMEM109,ENSG00000110108,9537
15212,TMEM11,ENSG00000178307,16223
15213,EMC3,ENSG00000125037,48521
15214,TMEM114,ENSG00000232258,52907
15215,TMEM115,ENSG00000126062,4772
15216,TMEM116,ENSG00000198270,82585
15217,TMEM117,ENSG00000139173,553796
15218,TMEM119,ENSG00000183160,8470
15219,TMEM120A,ENSG00000189077,7826
15220,TMEM120B,ENSG00000188735,70250
15221,TMEM123,ENSG00000152558,74053
15222,TMEM125,ENSG00000179178,4020
15223,TMEM126A,ENSG00000171202,8581
15224,TMEM126B,ENSG00000171204,7967
15225,TMEM127,ENSG00000135956,17548
15226,TMEM128,ENSG00000132406,12682
15227,TMEM129,ENSG00000168936,5407
15228,TMEM130,ENSG00000166448,24284
15229,TMEM131,ENSG00000075568,239616
15230,TMEM132A,ENSG00000006118,12700
15231,TMEM132B,ENSG00000139364,475992
15232,TMEM132C,ENSG00000181234,440742
15233,TMEM132D,ENSG00000151952,832301
15234,TMEM132E,ENSG00000181291,59832
15235,TMEM134,ENSG00000172663,7563
15236,TMEM135,ENSG00000166575,290981
15237,TMEM138,ENSG00000149483,15927
15238,TMEM139,ENSG00000178826,8092
15239,TMEM140,ENSG00000146859,18144
15240,TMEM141,ENSG00000244187,1974
15241,TMEM143,ENSG00000161558,31704
15242,TMEM144,ENSG00000164124,53813
15243,TMEM145,ENSG00000167619,11756
15244,CATSPERD,ENSG00000174898,58098
15245,TMEM147,ENSG00000105677,1927
15246,TMEM14A,ENSG00000096092,15476
15247,TMEM14B,ENSG00000137210,104995
15248,TMEM14C,ENSG00000111843,8215
15249,TMEM150A,ENSG00000168890,4650
15250,TMEM150B,ENSG00000180061,21248
15251,TMEM150C,ENSG00000249242,79188
15252,TMEM151B,ENSG00000178233,37057
15253,TMEM154,ENSG00000170006,61385
15254,TMEM156,ENSG00000121895,66179
15255,TMEM158,ENSG00000249992,1822
15256,TMEM160,ENSG00000130748,2716
15257,TMEM161A,ENSG00000064545,19345
15258,TMEM161B,ENSG00000164180,79844
15259,TMEM163,ENSG00000152128,263242
15260,TMEM164,ENSG00000157600,181617
15261,TMEM165,ENSG00000134851,57441
15262,TMEM167A,ENSG00000174695,25018
15263,TMEM167B,ENSG00000215717,6171
15264,TMEM168,ENSG00000146802,28047
15265,TMEM169,ENSG00000163449,20918
15266,TMEM17,ENSG00000186889,11677
15267,TMEM170A,ENSG00000166822,22444
15268,TMEM170B,ENSG00000205269,45776
15269,TMEM171,ENSG00000157111,11241
15270,TMEM174,ENSG00000164325,1951
15271,TMEM175,ENSG00000127419,26270
15272,TMEM176A,ENSG00000002933,4716
15273,TMEM176B,ENSG00000106565,10076
15274,TMEM178A,ENSG00000152154,52982
15275,TMEM179,ENSG00000258986,130970
15276,TMEM179B,ENSG00000185475,2999
15277,TMEM18,ENSG00000151353,13530
15278,TMEM181,ENSG00000146433,98998
15279,TMEM182,ENSG00000170417,282996
15280,TMEM184A,ENSG00000164855,18587
15281,TMEM184B,ENSG00000198792,53720
15282,TMEM184C,ENSG00000164168,54659
15283,TMEM185A,ENSG00000269556,35357
15284,TMEM185B,ENSG00000226479,5922
15285,TMEM186,ENSG00000184857,17259
15286,TMEM187,ENSG00000177854,10441
15287,CNEP1R1,ENSG00000205423,12679
15288,TMEM19,ENSG00000139291,18966
15289,TMEM190,ENSG00000160472,1421
15290,TMEM191A,ENSG00000226287,2484
15291,TMEM191A,ENSG00000291085,3504
15292,TMEM191B,ENSG00000278558,2772
15293,TMEM192,ENSG00000170088,137942
15294,TMEM196,ENSG00000173452,54303
15295,TMEM198,ENSG00000188760,6933
15296,TMEM199,ENSG00000244045,6042
15297,TMEM200A,ENSG00000164484,77051
15298,TMEM200C,ENSG00000206432,13884
15299,TMEM201,ENSG00000188807,25967
15300,TMEM202,ENSG00000187806,10066
15301,TMEM203,ENSG00000187713,1567
15302,TMEM204,ENSG00000131634,26893
15303,TMEM205,ENSG00000105518,3743
15304,TMEM207,ENSG00000198398,21247
15305,TMEM208,ENSG00000168701,2176
15306,TMEM209,ENSG00000146842,43058
15307,TMEM212,ENSG00000186329,95367
15308,TMEM213,ENSG00000214128,40150
15309,TMEM214,ENSG00000119777,8785
15310,TMEM215,ENSG00000188133,5662
15311,TMEM216,ENSG00000187049,6474
15312,TMEM217,ENSG00000172738,45976
15313,TMEM218,ENSG00000150433,17375
15314,TMEM219,ENSG00000149932,32166
15315,SLC35G2,ENSG00000168917,37242
15316,TMEM220,ENSG00000187824,31009
15317,TMEM221,ENSG00000188051,13160
15318,TMEM222,ENSG00000186501,14256
15319,TMEM223,ENSG00000168569,20378
15320,TMEM225,ENSG00000204300,2751
15321,TMEM229A,ENSG00000234224,2147
15322,TMEM229B,ENSG00000198133,86656
15323,TMEM231,ENSG00000205084,19549
15324,TMEM232,ENSG00000186952,449724
15325,TMEM233,ENSG00000224982,49302
15326,TMEM234,ENSG00000160055,7888
15327,TMEM235,ENSG00000204278,9678
15328,TMEM236,ENSG00000148483,48668
15329,TMEM237,ENSG00000155755,23387
15330,TMEM239,ENSG00000198326,3983
15331,TMEM240,ENSG00000205090,5847
15332,TMEM241,ENSG00000134490,240818
15333,TMEM242,ENSG00000215712,34577
15334,TMEM25,ENSG00000149582,16240
15335,TMEM26,ENSG00000196932,46740
15336,TMEM30A,ENSG00000112697,32025
15337,TMEM30B,ENSG00000182107,4392
15338,TMEM31,ENSG00000179363,3124
15339,TMEM33,ENSG00000109133,25675
15340,TMEM38A,ENSG00000072954,28885
15341,TMEM38B,ENSG00000095209,82089
15342,TMEM39A,ENSG00000176142,39882
15343,TMEM39B,ENSG00000121775,30836
15344,TMEM40,ENSG00000088726,35930
15345,TMEM41A,ENSG00000163900,22562
15346,TMEM41B,ENSG00000166471,33983
15347,TMEM42,ENSG00000169964,3767
15348,TMEM43,ENSG00000170876,18666
15349,TMEM44,ENSG00000145014,46017
15350,TMEM45A,ENSG00000181458,84826
15351,TMEM45B,ENSG00000151715,44156
15352,TMEM47,ENSG00000147027,30211
15353,TMEM50A,ENSG00000183726,24045
15354,TMEM50B,ENSG00000142188,47490
15355,TMEM51,ENSG00000171729,67947
15356,TMEM52,ENSG00000178821,1690
15357,TMEM53,ENSG00000126106,39244
15358,TMEM54,ENSG00000121900,6845
15359,TMEM59,ENSG00000116209,26824
15360,TMEM59L,ENSG00000105696,13610
15361,TMEM60,ENSG00000135211,4707
15362,TMEM61,ENSG00000143001,105464
15363,TMEM62,ENSG00000137842,61866
15364,TMEM63A,ENSG00000196187,36845
15365,TMEM63B,ENSG00000137216,28606
15366,TMEM63C,ENSG00000165548,142928
15367,TMEM64,ENSG00000180694,169638
15368,TMEM65,ENSG00000164983,66513
15369,TMEM67,ENSG00000164953,64391
15370,TMEM68,ENSG00000167904,76984
15371,TMEM69,ENSG00000159596,6256
15372,TMEM70,ENSG00000175606,10347
15373,TMEM71,ENSG00000165071,75706
15374,TMEM72,ENSG00000187783,25695
15375,TMEM74,ENSG00000164841,180745
15376,TMEM74B,ENSG00000125895,4855
15377,TMEM79,ENSG00000163472,10251
15378,TMEM80,ENSG00000177042,9438
15379,TMEM81,ENSG00000174529,1332
15380,TMEM82,ENSG00000162460,5484
15381,EMC4,ENSG00000128463,5144
15382,TMEM86A,ENSG00000151117,11664
15383,TMEM86B,ENSG00000180089,2147
15384,TMEM87A,ENSG00000103978,63088
15385,TMEM87B,ENSG00000153214,64050
15386,TMEM88,ENSG00000167874,1034
